 
PGA:,  0.05 g
PGV:,  7.62 cm/s
PGD:,  4.59 cm
Arias Intensity:,   8.55 cm/s
Significant duration:,  91.77 s
 
 
Damping ratio for spectra:  0.05

 
period [s]	SD. [cm]	PSV [cm/s]	PSA [g]
0.0010	, 0.000	, 0.008	, 0.053
0.1010	, 0.019	, 1.208	, 0.077
0.2010	, 0.154	, 4.821	, 0.154
0.3010	, 0.296	, 6.173	, 0.131
0.4010	, 0.331	, 5.180	, 0.083
0.5010	, 0.724	, 9.075	, 0.116
0.6010	, 0.835	, 8.731	, 0.093
0.7010	, 0.698	, 6.258	, 0.057
0.8010	, 1.169	, 9.170	, 0.073
0.9010	, 1.353	, 9.434	, 0.067
1.0010	, 1.450	, 9.102	, 0.058
1.1010	, 1.895	, 10.815	, 0.063
1.2010	, 3.210	, 16.792	, 0.090
1.3010	, 2.894	, 13.977	, 0.069
1.4010	, 3.256	, 14.601	, 0.067
1.5010	, 3.426	, 14.343	, 0.061
1.6010	, 4.040	, 15.854	, 0.063
1.7010	, 5.583	, 20.622	, 0.078
1.8010	, 5.777	, 20.154	, 0.072
1.9010	, 6.381	, 21.089	, 0.071
2.0010	, 6.195	, 19.452	, 0.062
2.1010	, 5.985	, 17.897	, 0.055
2.2010	, 6.087	, 17.377	, 0.051
2.3010	, 5.207	, 14.220	, 0.040
2.4010	, 4.445	, 11.631	, 0.031
2.5010	, 4.614	, 11.592	, 0.030
2.6010	, 4.580	, 11.065	, 0.027
2.7010	, 5.464	, 12.710	, 0.030
2.8010	, 6.242	, 14.003	, 0.032
2.9010	, 6.517	, 14.116	, 0.031
3.0010	, 6.545	, 13.703	, 0.029
3.1010	, 6.752	, 13.681	, 0.028
3.2010	, 6.815	, 13.377	, 0.027
3.3010	, 6.891	, 13.117	, 0.025
3.4010	, 6.979	, 12.893	, 0.024
3.5010	, 7.028	, 12.613	, 0.023
3.6010	, 7.008	, 12.228	, 0.022
3.7010	, 6.975	, 11.842	, 0.020
3.8010	, 6.939	, 11.470	, 0.019
3.9010	, 7.323	, 11.794	, 0.019
4.0010	, 7.460	, 11.715	, 0.019
4.1010	, 8.166	, 12.511	, 0.020
4.2010	, 8.899	, 13.309	, 0.020
4.3010	, 9.397	, 13.728	, 0.020
4.4010	, 9.683	, 13.825	, 0.020
4.5010	, 9.808	, 13.692	, 0.019
4.6010	, 9.854	, 13.456	, 0.019
4.7010	, 9.807	, 13.107	, 0.018
4.8010	, 9.630	, 12.603	, 0.017
4.9010	, 9.656	, 12.379	, 0.016
5.0010	, 10.117	, 12.711	, 0.016
5.1010	, 10.670	, 13.143	, 0.017
5.2010	, 11.125	, 13.440	, 0.017
5.3010	, 11.304	, 13.399	, 0.016
5.4010	, 11.175	, 13.001	, 0.015
5.5010	, 11.279	, 12.883	, 0.015
5.6010	, 11.270	, 12.643	, 0.014
5.7010	, 11.151	, 12.290	, 0.014
5.8010	, 10.955	, 11.866	, 0.013
5.9010	, 11.018	, 11.731	, 0.013
6.0010	, 11.824	, 12.380	, 0.013
6.1010	, 12.353	, 12.721	, 0.013
6.2010	, 12.648	, 12.815	, 0.013
6.3010	, 12.772	, 12.736	, 0.013
6.4010	, 12.561	, 12.330	, 0.012
