,mainshock_aferchock_horizontal1,horizontal_1_filename,dt_sequence_horizontal1,npt_sequence_horizontal1,dt_mainshock_horizontal1,npt_mainshock_horizontal1,dt_aftershock_horizontal1,npt_aftershock_horizontal1,rsn_mainshock_horizontal1,rsn_aftershock_horizontal1,mainshock_aferchock_horizontal2,horizontal_2_filename,dt_sequence_horizontal2,npt_sequence_horizontal2,dt_mainshock_horizontal2,npt_mainshock_horizontal2,dt_aftershock_horizontal2,npt_aftershock_horizontal2,rsn_mainshock_horizontal2,rsn_aftershock_horizontal2
131,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1001.0_3715.0_01.g3,1001.0_3715.0_01.g3,0.005,12199,0.01,2999,0.005,5401,1001.0,3715.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1001.0_3715.0_02.g3,1001.0_3715.0_02.g3,0.005,12201,0.01,2999,0.005,5403,1001.0,3715.0
132,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1003.0_3716.0_01.g3,1003.0_3716.0_01.g3,0.005,11124,0.01,3159,0.005,4006,1003.0,3716.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1003.0_3716.0_02.g3,1003.0_3716.0_02.g3,0.005,11126,0.01,3159,0.005,4008,1003.0,3716.0
133,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1004.0_3771.0_01.g3,1004.0_3771.0_01.g3,0.005,16575,0.005,9557,0.01,3109,1004.0,3771.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1004.0_3771.0_02.g3,1004.0_3771.0_02.g3,0.005,16579,0.005,9559,0.01,3110,1004.0,3771.0
134,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1006.0_3764.0_01.g3,1006.0_3764.0_01.g3,0.02,3812,0.02,3000,0.02,612,1006.0,3764.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1006.0_3764.0_02.g3,1006.0_3764.0_02.g3,0.02,3812,0.02,3000,0.02,612,1006.0,3764.0
135,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1006.0_3769.0_01.g3,1006.0_3769.0_01.g3,0.02,4202,0.02,3000,0.02,1002,1006.0,3769.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1006.0_3769.0_02.g3,1006.0_3769.0_02.g3,0.02,4202,0.02,3000,0.02,1002,1006.0,3769.0
136,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1017.0_3720.0_01.g3,1017.0_3720.0_01.g3,0.005,12434,0.01,3499,0.005,4636,1017.0,3720.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1017.0_3720.0_02.g3,1017.0_3720.0_02.g3,0.005,12435,0.01,3499,0.005,4637,1017.0,3720.0
137,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1018.0_3721.0_01.g3,1018.0_3721.0_01.g3,0.005,12808,0.01,3499,0.005,5010,1018.0,3721.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1018.0_3721.0_02.g3,1018.0_3721.0_02.g3,0.005,12802,0.01,3499,0.005,5004,1018.0,3721.0
138,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1024.0_3722.0_01.g3,1024.0_3722.0_01.g3,0.005,12672,0.01,3536,0.005,4800,1024.0,3722.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1024.0_3722.0_02.g3,1024.0_3722.0_02.g3,0.005,12665,0.01,3536,0.005,4793,1024.0,3722.0
139,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1039.0_1681.0_01.g3,1039.0_1681.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1039.0,1681.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1039.0_1681.0_02.g3,1039.0_1681.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1039.0,1681.0
140,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1041.0_715.0_01.g3,1041.0_715.0_01.g3,0.005,13199,0.02,2000,0.005,4399,1041.0,715.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1041.0_715.0_02.g3,1041.0_715.0_02.g3,0.005,13199,0.02,2000,0.005,4399,1041.0,715.0
141,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1665.0_01.g3,1044.0_1665.0_01.g3,0.02,3201,0.02,2000,0.02,1001,1044.0,1665.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1665.0_02.g3,1044.0_1665.0_02.g3,0.02,3201,0.02,2000,0.02,1001,1044.0,1665.0
142,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1670.0_01.g3,1044.0_1670.0_01.g3,0.02,3201,0.02,2000,0.02,1001,1044.0,1670.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1670.0_02.g3,1044.0_1670.0_02.g3,0.02,3201,0.02,2000,0.02,1001,1044.0,1670.0
143,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1721.0_01.g3,1044.0_1721.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1044.0,1721.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1044.0_1721.0_02.g3,1044.0_1721.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1044.0,1721.0
144,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1048.0_1722.0_01.g3,1048.0_1722.0_01.g3,0.01,3973,0.01,2999,0.01,574,1048.0,1722.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1048.0_1722.0_02.g3,1048.0_1722.0_02.g3,0.01,3973,0.01,2999,0.01,574,1048.0,1722.0
145,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_1671.0_01.g3,1052.0_1671.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,1671.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_1671.0_02.g3,1052.0_1671.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,1671.0
146,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_3765.0_01.g3,1052.0_3765.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,3765.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_3765.0_02.g3,1052.0_3765.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,3765.0
147,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_1723.0_01.g3,1052.0_1723.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,1723.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1052.0_1723.0_02.g3,1052.0_1723.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1052.0,1723.0
148,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1070.0_3734.0_01.g3,1070.0_3734.0_01.g3,0.005,12394,0.01,3499,0.005,4596,1070.0,3734.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1070.0_3734.0_02.g3,1070.0_3734.0_02.g3,0.005,12400,0.01,3499,0.005,4602,1070.0,3734.0
149,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1072.0_716.0_01.g3,1072.0_716.0_01.g3,0.005,13199,0.02,2000,0.005,4399,1072.0,716.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1072.0_716.0_02.g3,1072.0_716.0_02.g3,0.005,13199,0.02,2000,0.005,4399,1072.0,716.0
150,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1076.0_3735.0_01.g3,1076.0_3735.0_01.g3,0.005,11322,0.01,3499,0.005,3524,1076.0,3735.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1076.0_3735.0_02.g3,1076.0_3735.0_02.g3,0.005,11324,0.01,3499,0.005,3526,1076.0,3735.0
151,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1077.0_1730.0_01.g3,1077.0_1730.0_01.g3,0.02,3201,0.02,2000,0.02,1001,1077.0,1730.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1077.0_1730.0_02.g3,1077.0_1730.0_02.g3,0.02,3201,0.02,2000,0.02,1001,1077.0,1730.0
152,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1082.0_3737.0_01.g3,1082.0_3737.0_01.g3,0.005,12022,0.01,3028,0.005,5166,1082.0,3737.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1082.0_3737.0_02.g3,1082.0_3737.0_02.g3,0.005,12026,0.01,3028,0.005,5170,1082.0,3737.0
153,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1083.0_3739.0_01.g3,1083.0_3739.0_01.g3,0.005,12074,0.01,2999,0.005,5276,1083.0,3739.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1083.0_3739.0_02.g3,1083.0_3739.0_02.g3,0.005,12072,0.01,2999,0.005,5274,1083.0,3739.0
154,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1086.0_3767.0_01.g3,1086.0_3767.0_01.g3,0.01,8400,0.02,2000,0.01,4000,1086.0,3767.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1086.0_3767.0_02.g3,1086.0_3767.0_02.g3,0.01,8400,0.02,2000,0.01,4000,1086.0,3767.0
155,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1087.0_1674.0_01.g3,1087.0_1674.0_01.g3,0.02,3200,0.02,2000,0.02,1000,1087.0,1674.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1087.0_1674.0_02.g3,1087.0_1674.0_02.g3,0.02,3200,0.02,2000,0.02,1000,1087.0,1674.0
156,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1087.0_1739.0_01.g3,1087.0_1739.0_01.g3,0.02,4453,0.02,2000,0.02,2253,1087.0,1739.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1087.0_1739.0_02.g3,1087.0_1739.0_02.g3,0.02,4453,0.02,2000,0.02,2253,1087.0,1739.0
157,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1094.0_3743.0_01.g3,1094.0_3743.0_01.g3,0.005,11523,0.01,3648,0.005,3427,1094.0,3743.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1094.0_3743.0_02.g3,1094.0_3743.0_02.g3,0.005,11523,0.01,3648,0.005,3427,1094.0,3743.0
158,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1186.0_3258.0_01.g3,1186.0_3258.0_01.g3,0.004,58250,0.004,37250,0.004,20000,1186.0,3258.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1186.0_3258.0_02.g3,1186.0_3258.0_02.g3,0.004,58250,0.004,37250,0.004,20000,1186.0,3258.0
159,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1187.0_2452.0_01.g3,1187.0_2452.0_01.g3,0.004,64000,0.004,37500,0.004,25500,1187.0,2452.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1187.0_2452.0_02.g3,1187.0_2452.0_02.g3,0.004,64000,0.004,37500,0.004,25500,1187.0,2452.0
160,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1187.0_2694.0_01.g3,1187.0_2694.0_01.g3,0.004,63000,0.004,37500,0.004,24500,1187.0,2694.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1187.0_2694.0_02.g3,1187.0_2694.0_02.g3,0.004,63000,0.004,37500,0.004,24500,1187.0,2694.0
161,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2457.0_01.g3,1193.0_2457.0_01.g3,0.005,41609,0.005,18000,0.005,22809,1193.0,2457.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2457.0_02.g3,1193.0_2457.0_02.g3,0.005,41609,0.005,18000,0.005,22809,1193.0,2457.0
162,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2699.0_01.g3,1193.0_2699.0_01.g3,0.005,32017,0.005,18000,0.005,13217,1193.0,2699.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2699.0_02.g3,1193.0_2699.0_02.g3,0.005,32017,0.005,18000,0.005,13217,1193.0,2699.0
163,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2942.0_01.g3,1193.0_2942.0_01.g3,0.005,35409,0.005,18000,0.005,16609,1193.0,2942.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_2942.0_02.g3,1193.0_2942.0_02.g3,0.005,35409,0.005,18000,0.005,16609,1193.0,2942.0
164,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_3264.0_01.g3,1193.0_3264.0_01.g3,0.005,35004,0.005,18000,0.005,16204,1193.0,3264.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1193.0_3264.0_02.g3,1193.0_3264.0_02.g3,0.005,35004,0.005,18000,0.005,16204,1193.0,3264.0
165,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2160.0_01.g3,1194.0_2160.0_01.g3,0.005,31201,0.005,18000,0.005,12401,1194.0,2160.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2160.0_02.g3,1194.0_2160.0_02.g3,0.005,31201,0.005,18000,0.005,12401,1194.0,2160.0
166,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2458.0_01.g3,1194.0_2458.0_01.g3,0.005,33800,0.005,18000,0.005,15000,1194.0,2458.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2458.0_02.g3,1194.0_2458.0_02.g3,0.005,33800,0.005,18000,0.005,15000,1194.0,2458.0
167,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2700.0_01.g3,1194.0_2700.0_01.g3,0.005,37600,0.005,18000,0.005,18800,1194.0,2700.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2700.0_02.g3,1194.0_2700.0_02.g3,0.005,37600,0.005,18000,0.005,18800,1194.0,2700.0
168,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2943.0_01.g3,1194.0_2943.0_01.g3,0.005,35999,0.005,18000,0.005,17199,1194.0,2943.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_2943.0_02.g3,1194.0_2943.0_02.g3,0.005,35999,0.005,18000,0.005,17199,1194.0,2943.0
169,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_3265.0_01.g3,1194.0_3265.0_01.g3,0.005,33999,0.005,18000,0.005,15199,1194.0,3265.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1194.0_3265.0_02.g3,1194.0_3265.0_02.g3,0.005,33999,0.005,18000,0.005,15199,1194.0,3265.0
170,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1195.0_2459.0_01.g3,1195.0_2459.0_01.g3,0.005,35050,0.005,18000,0.005,16250,1195.0,2459.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1195.0_2459.0_02.g3,1195.0_2459.0_02.g3,0.005,35050,0.005,18000,0.005,16250,1195.0,2459.0
171,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1195.0_3266.0_01.g3,1195.0_3266.0_01.g3,0.005,36799,0.005,18000,0.005,17999,1195.0,3266.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1195.0_3266.0_02.g3,1195.0_3266.0_02.g3,0.005,36799,0.005,18000,0.005,17999,1195.0,3266.0
172,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2163.0_01.g3,1197.0_2163.0_01.g3,0.005,30220,0.005,18000,0.005,11420,1197.0,2163.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2163.0_02.g3,1197.0_2163.0_02.g3,0.005,30220,0.005,18000,0.005,11420,1197.0,2163.0
173,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2461.0_01.g3,1197.0_2461.0_01.g3,0.005,41200,0.005,18000,0.005,22400,1197.0,2461.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2461.0_02.g3,1197.0_2461.0_02.g3,0.005,41200,0.005,18000,0.005,22400,1197.0,2461.0
174,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2703.0_01.g3,1197.0_2703.0_01.g3,0.005,36800,0.005,18000,0.005,18000,1197.0,2703.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_2703.0_02.g3,1197.0_2703.0_02.g3,0.005,36800,0.005,18000,0.005,18000,1197.0,2703.0
175,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_3268.0_01.g3,1197.0_3268.0_01.g3,0.005,34812,0.005,18000,0.005,16012,1197.0,3268.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1197.0_3268.0_02.g3,1197.0_3268.0_02.g3,0.005,34812,0.005,18000,0.005,16012,1197.0,3268.0
176,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2164.0_01.g3,1198.0_2164.0_01.g3,0.005,31000,0.005,18000,0.005,12200,1198.0,2164.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2164.0_02.g3,1198.0_2164.0_02.g3,0.005,31000,0.005,18000,0.005,12200,1198.0,2164.0
177,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2462.0_01.g3,1198.0_2462.0_01.g3,0.005,32801,0.005,18000,0.005,14001,1198.0,2462.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2462.0_02.g3,1198.0_2462.0_02.g3,0.005,32801,0.005,18000,0.005,14001,1198.0,2462.0
178,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2704.0_01.g3,1198.0_2704.0_01.g3,0.005,43801,0.005,18000,0.005,25001,1198.0,2704.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2704.0_02.g3,1198.0_2704.0_02.g3,0.005,43801,0.005,18000,0.005,25001,1198.0,2704.0
179,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2946.0_01.g3,1198.0_2946.0_01.g3,0.005,33598,0.005,18000,0.005,14798,1198.0,2946.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_2946.0_02.g3,1198.0_2946.0_02.g3,0.005,33598,0.005,18000,0.005,14798,1198.0,2946.0
180,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_3269.0_01.g3,1198.0_3269.0_01.g3,0.005,34600,0.005,18000,0.005,15800,1198.0,3269.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1198.0_3269.0_02.g3,1198.0_3269.0_02.g3,0.005,34600,0.005,18000,0.005,15800,1198.0,3269.0
181,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_2465.0_01.g3,1201.0_2465.0_01.g3,0.004,78250,0.004,49250,0.004,28000,1201.0,2465.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_2465.0_02.g3,1201.0_2465.0_02.g3,0.004,78250,0.004,49250,0.004,28000,1201.0,2465.0
182,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_2708.0_01.g3,1201.0_2708.0_01.g3,0.004,72250,0.004,49250,0.004,22000,1201.0,2708.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_2708.0_02.g3,1201.0_2708.0_02.g3,0.004,72250,0.004,49250,0.004,22000,1201.0,2708.0
183,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_3273.0_01.g3,1201.0_3273.0_01.g3,0.004,72750,0.004,49250,0.004,22500,1201.0,3273.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1201.0_3273.0_02.g3,1201.0_3273.0_02.g3,0.004,72750,0.004,49250,0.004,22500,1201.0,3273.0
184,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2466.0_01.g3,1202.0_2466.0_01.g3,0.005,40600,0.005,18000,0.005,21800,1202.0,2466.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2466.0_02.g3,1202.0_2466.0_02.g3,0.005,40600,0.005,18000,0.005,21800,1202.0,2466.0
185,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2709.0_01.g3,1202.0_2709.0_01.g3,0.005,36800,0.005,18000,0.005,18000,1202.0,2709.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2709.0_02.g3,1202.0_2709.0_02.g3,0.005,36800,0.005,18000,0.005,18000,1202.0,2709.0
186,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2950.0_01.g3,1202.0_2950.0_01.g3,0.005,35599,0.005,18000,0.005,16799,1202.0,2950.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_2950.0_02.g3,1202.0_2950.0_02.g3,0.005,35599,0.005,18000,0.005,16799,1202.0,2950.0
187,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_3274.0_01.g3,1202.0_3274.0_01.g3,0.005,34812,0.005,18000,0.005,16012,1202.0,3274.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1202.0_3274.0_02.g3,1202.0_3274.0_02.g3,0.005,34812,0.005,18000,0.005,16012,1202.0,3274.0
188,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2169.0_01.g3,1203.0_2169.0_01.g3,0.005,32817,0.005,18000,0.005,14017,1203.0,2169.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2169.0_02.g3,1203.0_2169.0_02.g3,0.005,32817,0.005,18000,0.005,14017,1203.0,2169.0
189,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2467.0_01.g3,1203.0_2467.0_01.g3,0.005,33800,0.005,18000,0.005,15000,1203.0,2467.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2467.0_02.g3,1203.0_2467.0_02.g3,0.005,33800,0.005,18000,0.005,15000,1203.0,2467.0
190,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2710.0_01.g3,1203.0_2710.0_01.g3,0.005,44001,0.005,18000,0.005,25201,1203.0,2710.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_2710.0_02.g3,1203.0_2710.0_02.g3,0.005,44001,0.005,18000,0.005,25201,1203.0,2710.0
191,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_3275.0_01.g3,1203.0_3275.0_01.g3,0.005,36799,0.005,18000,0.005,17999,1203.0,3275.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1203.0_3275.0_02.g3,1203.0_3275.0_02.g3,0.005,36799,0.005,18000,0.005,17999,1203.0,3275.0
192,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1204.0_2711.0_01.g3,1204.0_2711.0_01.g3,0.005,36600,0.005,18000,0.005,17800,1204.0,2711.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1204.0_2711.0_02.g3,1204.0_2711.0_02.g3,0.005,36600,0.005,18000,0.005,17800,1204.0,2711.0
193,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1205.0_2469.0_01.g3,1205.0_2469.0_01.g3,0.005,41600,0.005,18000,0.005,22800,1205.0,2469.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1205.0_2469.0_02.g3,1205.0_2469.0_02.g3,0.005,41600,0.005,18000,0.005,22800,1205.0,2469.0
194,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1205.0_3278.0_01.g3,1205.0_3278.0_01.g3,0.005,34812,0.005,18000,0.005,16012,1205.0,3278.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1205.0_3278.0_02.g3,1205.0_3278.0_02.g3,0.005,34812,0.005,18000,0.005,16012,1205.0,3278.0
195,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_2470.0_01.g3,1206.0_2470.0_01.g3,0.005,31800,0.005,18000,0.005,13000,1206.0,2470.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1206.0_2470.0_02.g3,1206.0_2470.0_02.g3,0.005,31800,0.005,18000,0.005,13000,1206.0,2470.0
