,mainshock_aferchock_horizontal1,horizontal_1_filename,dt_sequence_horizontal1,npt_sequence_horizontal1,dt_mainshock_horizontal1,npt_mainshock_horizontal1,dt_aftershock_horizontal1,npt_aftershock_horizontal1,rsn_mainshock_horizontal1,rsn_aftershock_horizontal1,mainshock_aferchock_horizontal2,horizontal_2_filename,dt_sequence_horizontal2,npt_sequence_horizontal2,dt_mainshock_horizontal2,npt_mainshock_horizontal2,dt_aftershock_horizontal2,npt_aftershock_horizontal2,rsn_mainshock_horizontal2,rsn_aftershock_horizontal2
64,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\637.0_3713.0_01.g3,637.0_3713.0_01.g3,0.005,12495,0.005,6966,0.005,4729,637.0,3713.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\637.0_3713.0_02.g3,637.0_3713.0_02.g3,0.005,12487,0.005,6963,0.005,4724,637.0,3713.0
65,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\638.0_3714.0_01.g3,638.0_3714.0_01.g3,0.005,10948,0.005,6344,0.005,3804,638.0,3714.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\638.0_3714.0_02.g3,638.0_3714.0_02.g3,0.005,10941,0.005,6342,0.005,3799,638.0,3714.0
66,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\639.0_714.0_01.g3,639.0_714.0_01.g3,0.005,13197,0.005,7998,0.005,4399,639.0,714.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\639.0_714.0_02.g3,639.0_714.0_02.g3,0.005,13198,0.005,7999,0.005,4399,639.0,714.0
67,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\640.0_3715.0_01.g3,640.0_3715.0_01.g3,0.005,13532,0.005,7331,0.005,5401,640.0,3715.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\640.0_3715.0_02.g3,640.0_3715.0_02.g3,0.005,13535,0.005,7332,0.005,5403,640.0,3715.0
68,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\641.0_3716.0_01.g3,641.0_3716.0_01.g3,0.005,10943,0.005,6137,0.005,4006,641.0,3716.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\641.0_3716.0_02.g3,641.0_3716.0_02.g3,0.005,10945,0.005,6137,0.005,4008,641.0,3716.0
69,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\642.0_3717.0_01.g3,642.0_3717.0_01.g3,0.005,12717,0.005,6390,0.005,5527,642.0,3717.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\642.0_3717.0_02.g3,642.0_3717.0_02.g3,0.005,12700,0.005,6385,0.005,5515,642.0,3717.0
70,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\645.0_3724.0_01.g3,645.0_3724.0_01.g3,0.005,12340,0.005,6419,0.005,5121,645.0,3724.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\645.0_3724.0_02.g3,645.0_3724.0_02.g3,0.005,12332,0.005,6419,0.005,5113,645.0,3724.0
71,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\649.0_3720.0_01.g3,649.0_3720.0_01.g3,0.005,10846,0.005,5410,0.005,4636,649.0,3720.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\649.0_3720.0_02.g3,649.0_3720.0_02.g3,0.005,10848,0.005,5411,0.005,4637,649.0,3720.0
72,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\650.0_3721.0_01.g3,650.0_3721.0_01.g3,0.005,13288,0.005,7478,0.005,5010,650.0,3721.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\650.0_3721.0_02.g3,650.0_3721.0_02.g3,0.005,13278,0.005,7474,0.005,5004,650.0,3721.0
73,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\652.0_3722.0_01.g3,652.0_3722.0_01.g3,0.005,11546,0.005,5946,0.005,4800,652.0,3722.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\652.0_3722.0_02.g3,652.0_3722.0_02.g3,0.005,11538,0.005,5945,0.005,4793,652.0,3722.0
74,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\661.0_3727.0_01.g3,661.0_3727.0_01.g3,0.005,10225,0.005,5247,0.005,4178,661.0,3727.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\661.0_3727.0_02.g3,661.0_3727.0_02.g3,0.005,10224,0.005,5247,0.005,4177,661.0,3727.0
75,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\663.0_715.0_01.g3,663.0_715.0_01.g3,0.005,13198,0.005,7999,0.005,4399,663.0,715.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\663.0_715.0_02.g3,663.0_715.0_02.g3,0.005,13198,0.005,7999,0.005,4399,663.0,715.0
76,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1665.0_01.g3,665.0_1665.0_01.g3,0.005,12789,0.005,7985,0.02,1001,665.0,1665.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1665.0_02.g3,665.0_1665.0_02.g3,0.005,12803,0.005,7999,0.02,1001,665.0,1665.0
77,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1670.0_01.g3,665.0_1670.0_01.g3,0.005,12789,0.005,7985,0.02,1001,665.0,1670.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1670.0_02.g3,665.0_1670.0_02.g3,0.005,12803,0.005,7999,0.02,1001,665.0,1670.0
78,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1721.0_01.g3,665.0_1721.0_01.g3,0.005,12785,0.005,7985,0.02,1000,665.0,1721.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\665.0_1721.0_02.g3,665.0_1721.0_02.g3,0.005,12799,0.005,7999,0.02,1000,665.0,1721.0
79,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\667.0_1722.0_01.g3,667.0_1722.0_01.g3,0.005,11505,0.005,9557,0.01,574,667.0,1722.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\667.0_1722.0_02.g3,667.0_1722.0_02.g3,0.005,11505,0.005,9557,0.01,574,667.0,1722.0
80,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_1671.0_01.g3,671.0_1671.0_01.g3,0.005,12799,0.005,7999,0.02,1000,671.0,1671.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_1671.0_02.g3,671.0_1671.0_02.g3,0.005,12799,0.005,7999,0.02,1000,671.0,1671.0
81,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_3765.0_01.g3,671.0_3765.0_01.g3,0.005,12799,0.005,7999,0.02,1000,671.0,3765.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_3765.0_02.g3,671.0_3765.0_02.g3,0.005,12799,0.005,7999,0.02,1000,671.0,3765.0
82,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_1723.0_01.g3,671.0_1723.0_01.g3,0.005,12799,0.005,7999,0.02,1000,671.0,1723.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\671.0_1723.0_02.g3,671.0_1723.0_02.g3,0.005,12799,0.005,7999,0.02,1000,671.0,1723.0
83,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\672.0_3731.0_01.g3,672.0_3731.0_01.g3,0.005,11040,0.005,6064,0.005,4176,672.0,3731.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\672.0_3731.0_02.g3,672.0_3731.0_02.g3,0.005,11036,0.005,6060,0.005,4176,672.0,3731.0
84,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\683.0_3733.0_01.g3,683.0_3733.0_01.g3,0.005,10997,0.005,6000,0.005,4197,683.0,3733.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\683.0_3733.0_02.g3,683.0_3733.0_02.g3,0.005,10996,0.005,5999,0.005,4197,683.0,3733.0
85,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\690.0_3734.0_01.g3,690.0_3734.0_01.g3,0.005,11377,0.005,5981,0.005,4596,690.0,3734.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\690.0_3734.0_02.g3,690.0_3734.0_02.g3,0.005,11389,0.005,5987,0.005,4602,690.0,3734.0
86,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\691.0_716.0_01.g3,691.0_716.0_01.g3,0.005,13198,0.005,7999,0.005,4399,691.0,716.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\691.0_716.0_02.g3,691.0_716.0_02.g3,0.005,13198,0.005,7999,0.005,4399,691.0,716.0
87,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\692.0_3735.0_01.g3,692.0_3735.0_01.g3,0.005,11883,0.005,7559,0.005,3524,692.0,3735.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\692.0_3735.0_02.g3,692.0_3735.0_02.g3,0.005,11883,0.005,7557,0.005,3526,692.0,3735.0
88,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\694.0_3736.0_01.g3,694.0_3736.0_01.g3,0.005,11454,0.005,6484,0.005,4170,694.0,3736.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\694.0_3736.0_02.g3,694.0_3736.0_02.g3,0.005,11452,0.005,6480,0.005,4172,694.0,3736.0
89,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\695.0_3737.0_01.g3,695.0_3737.0_01.g3,0.005,13681,0.005,7715,0.005,5166,695.0,3737.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\695.0_3737.0_02.g3,695.0_3737.0_02.g3,0.005,13686,0.005,7716,0.005,5170,695.0,3737.0
90,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\697.0_3739.0_01.g3,697.0_3739.0_01.g3,0.005,13025,0.005,6949,0.005,5276,697.0,3739.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\697.0_3739.0_02.g3,697.0_3739.0_02.g3,0.005,13025,0.005,6951,0.005,5274,697.0,3739.0
91,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\698.0_3767.0_01.g3,698.0_3767.0_01.g3,0.005,16798,0.005,7998,0.01,4000,698.0,3767.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\698.0_3767.0_02.g3,698.0_3767.0_02.g3,0.005,16799,0.005,7999,0.01,4000,698.0,3767.0
92,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\699.0_1738.0_01.g3,699.0_1738.0_01.g3,0.005,7120,0.005,5122,0.01,599,699.0,1738.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\699.0_1738.0_02.g3,699.0_1738.0_02.g3,0.005,7113,0.005,5115,0.01,599,699.0,1738.0
93,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\700.0_717.0_01.g3,700.0_717.0_01.g3,0.005,13198,0.005,7999,0.005,4399,700.0,717.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\700.0_717.0_02.g3,700.0_717.0_02.g3,0.005,13197,0.005,7998,0.005,4399,700.0,717.0
94,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\705.0_3743.0_01.g3,705.0_3743.0_01.g3,0.005,9964,0.005,5737,0.005,3427,705.0,3743.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\705.0_3743.0_02.g3,705.0_3743.0_02.g3,0.005,9965,0.005,5738,0.005,3427,705.0,3743.0
95,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\718.0_729.0_01.g3,718.0_729.0_01.g3,0.005,18768,0.005,5969,0.005,11999,718.0,729.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\718.0_729.0_02.g3,718.0_729.0_02.g3,0.005,18768,0.005,5969,0.005,11999,718.0,729.0
96,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\942.0_707.0_01.g3,942.0_707.0_01.g3,0.005,17199,0.02,3000,0.005,4399,942.0,707.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\942.0_707.0_02.g3,942.0_707.0_02.g3,0.005,17199,0.02,3000,0.005,4399,942.0,707.0
97,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\948.0_3685.0_01.g3,948.0_3685.0_01.g3,0.005,12177,0.01,3499,0.005,4379,948.0,3685.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\948.0_3685.0_02.g3,948.0_3685.0_02.g3,0.005,12177,0.01,3499,0.005,4379,948.0,3685.0
98,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\949.0_1693.0_01.g3,949.0_1693.0_01.g3,0.02,3200,0.02,2000,0.02,1000,949.0,1693.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\949.0_1693.0_02.g3,949.0_1693.0_02.g3,0.02,3200,0.02,2000,0.02,1000,949.0,1693.0
99,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\950.0_3686.0_01.g3,950.0_3686.0_01.g3,0.005,10982,0.01,3490,0.005,3202,950.0,3686.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\950.0_3686.0_02.g3,950.0_3686.0_02.g3,0.005,10982,0.01,3490,0.005,3202,950.0,3686.0
100,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\951.0_3687.0_01.g3,951.0_3687.0_01.g3,0.005,13029,0.01,3499,0.005,5231,951.0,3687.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\951.0_3687.0_02.g3,951.0_3687.0_02.g3,0.005,13030,0.01,3499,0.005,5232,951.0,3687.0
101,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\954.0_3689.0_01.g3,954.0_3689.0_01.g3,0.005,11240,0.01,2999,0.005,4442,954.0,3689.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\954.0_3689.0_02.g3,954.0_3689.0_02.g3,0.005,11243,0.01,2999,0.005,4445,954.0,3689.0
102,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\956.0_3691.0_01.g3,956.0_3691.0_01.g3,0.005,12870,0.01,3499,0.005,5072,956.0,3691.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\956.0_3691.0_02.g3,956.0_3691.0_02.g3,0.005,12869,0.01,3499,0.005,5071,956.0,3691.0
103,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\962.0_3697.0_01.g3,962.0_3697.0_01.g3,0.005,13329,0.01,3999,0.005,4531,962.0,3697.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\962.0_3697.0_02.g3,962.0_3697.0_02.g3,0.005,13328,0.01,3999,0.005,4530,962.0,3697.0
104,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\963.0_1676.0_01.g3,963.0_1676.0_01.g3,0.02,3200,0.02,2000,0.02,1000,963.0,1676.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\963.0_1676.0_02.g3,963.0_1676.0_02.g3,0.02,3200,0.02,2000,0.02,1000,963.0,1676.0
105,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\963.0_1683.0_01.g3,963.0_1683.0_01.g3,0.02,3200,0.02,2000,0.02,1000,963.0,1683.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\963.0_1683.0_02.g3,963.0_1683.0_02.g3,0.02,3200,0.02,2000,0.02,1000,963.0,1683.0
106,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\964.0_3698.0_01.g3,964.0_3698.0_01.g3,0.005,13419,0.01,3979,0.005,4661,964.0,3698.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\964.0_3698.0_02.g3,964.0_3698.0_02.g3,0.005,13412,0.01,3979,0.005,4654,964.0,3698.0
107,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\966.0_3700.0_01.g3,966.0_3700.0_01.g3,0.005,12072,0.01,3499,0.005,4274,966.0,3700.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\966.0_3700.0_02.g3,966.0_3700.0_02.g3,0.005,12086,0.01,3499,0.005,4288,966.0,3700.0
108,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\967.0_3701.0_01.g3,967.0_3701.0_01.g3,0.005,11732,0.01,3499,0.005,3934,967.0,3701.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\967.0_3701.0_02.g3,967.0_3701.0_02.g3,0.005,11736,0.01,3499,0.005,3938,967.0,3701.0
109,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\968.0_709.0_01.g3,968.0_709.0_01.g3,0.005,13199,0.02,2000,0.005,4399,968.0,709.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\968.0_709.0_02.g3,968.0_709.0_02.g3,0.005,13199,0.02,2000,0.005,4399,968.0,709.0
110,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\970.0_3702.0_01.g3,970.0_3702.0_01.g3,0.005,12048,0.01,3499,0.005,4250,970.0,3702.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\970.0_3702.0_02.g3,970.0_3702.0_02.g3,0.005,12046,0.01,3499,0.005,4248,970.0,3702.0
111,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\974.0_3704.0_01.g3,974.0_3704.0_01.g3,0.005,11312,0.01,2999,0.005,4514,974.0,3704.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\974.0_3704.0_02.g3,974.0_3704.0_02.g3,0.005,11313,0.01,2999,0.005,4515,974.0,3704.0
112,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\976.0_3707.0_01.g3,976.0_3707.0_01.g3,0.005,13227,0.01,3499,0.005,5429,976.0,3707.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\976.0_3707.0_02.g3,976.0_3707.0_02.g3,0.005,13223,0.01,3499,0.005,5425,976.0,3707.0
113,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\981.0_710.0_01.g3,981.0_710.0_01.g3,0.005,12399,0.02,1800,0.005,4399,981.0,710.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\981.0_710.0_02.g3,981.0_710.0_02.g3,0.005,12399,0.02,1800,0.005,4399,981.0,710.0
114,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\982.0_1685.0_01.g3,982.0_1685.0_01.g3,0.005,14301,0.005,5721,0.01,3890,982.0,1685.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\982.0_1685.0_02.g3,982.0_1685.0_02.g3,0.005,14300,0.005,5720,0.01,3890,982.0,1685.0
115,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\982.0_1703.0_01.g3,982.0_1703.0_01.g3,0.005,14675,0.005,5721,0.01,4077,982.0,1703.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\982.0_1703.0_02.g3,982.0_1703.0_02.g3,0.005,14674,0.005,5720,0.01,4077,982.0,1703.0
116,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\983.0_1686.0_01.g3,983.0_1686.0_01.g3,0.005,14307,0.005,5727,0.01,3890,983.0,1686.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\983.0_1686.0_02.g3,983.0_1686.0_02.g3,0.005,14305,0.005,5727,0.01,3889,983.0,1686.0
117,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\983.0_1704.0_01.g3,983.0_1704.0_01.g3,0.005,14681,0.005,5727,0.01,4077,983.0,1704.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\983.0_1704.0_02.g3,983.0_1704.0_02.g3,0.005,14681,0.005,5727,0.01,4077,983.0,1704.0
118,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\984.0_711.0_01.g3,984.0_711.0_01.g3,0.005,13199,0.02,2000,0.005,4399,984.0,711.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\984.0_711.0_02.g3,984.0_711.0_02.g3,0.005,13199,0.02,2000,0.005,4399,984.0,711.0
119,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\985.0_712.0_01.g3,985.0_712.0_01.g3,0.005,13199,0.02,2000,0.005,4399,985.0,712.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\985.0_712.0_02.g3,985.0_712.0_02.g3,0.005,13199,0.02,2000,0.005,4399,985.0,712.0
120,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\985.0_1706.0_01.g3,985.0_1706.0_01.g3,0.01,8400,0.02,2000,0.01,4000,985.0,1706.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\985.0_1706.0_02.g3,985.0_1706.0_02.g3,0.01,8400,0.02,2000,0.01,4000,985.0,1706.0
121,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\988.0_1707.0_01.g3,988.0_1707.0_01.g3,0.02,3200,0.02,2000,0.02,1000,988.0,1707.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\988.0_1707.0_02.g3,988.0_1707.0_02.g3,0.02,3200,0.02,2000,0.02,1000,988.0,1707.0
122,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\990.0_1708.0_01.g3,990.0_1708.0_01.g3,0.01,8400,0.01,4000,0.01,4000,990.0,1708.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\990.0_1708.0_02.g3,990.0_1708.0_02.g3,0.01,8400,0.01,4000,0.01,4000,990.0,1708.0
123,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\991.0_3709.0_01.g3,991.0_3709.0_01.g3,0.005,9627,0.01,2955,0.005,2917,991.0,3709.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\991.0_3709.0_02.g3,991.0_3709.0_02.g3,0.005,9630,0.01,2955,0.005,2920,991.0,3709.0
124,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\992.0_3710.0_01.g3,992.0_3710.0_01.g3,0.005,11487,0.01,2999,0.005,4689,992.0,3710.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\992.0_3710.0_02.g3,992.0_3710.0_02.g3,0.005,11489,0.01,2999,0.005,4691,992.0,3710.0
125,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\993.0_3711.0_01.g3,993.0_3711.0_01.g3,0.005,11844,0.01,2999,0.005,5046,993.0,3711.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\993.0_3711.0_02.g3,993.0_3711.0_02.g3,0.005,11847,0.01,2999,0.005,5049,993.0,3711.0
126,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\995.0_713.0_01.g3,995.0_713.0_01.g3,0.005,16799,0.02,2000,0.005,7999,995.0,713.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\995.0_713.0_02.g3,995.0_713.0_02.g3,0.005,16799,0.02,2000,0.005,7999,995.0,713.0
127,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\995.0_1710.0_01.g3,995.0_1710.0_01.g3,0.02,3200,0.02,2000,0.02,1000,995.0,1710.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\995.0_1710.0_02.g3,995.0_1710.0_02.g3,0.02,3200,0.02,2000,0.02,1000,995.0,1710.0
128,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\997.0_3713.0_01.g3,997.0_3713.0_01.g3,0.005,11527,0.01,2999,0.005,4729,997.0,3713.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\997.0_3713.0_02.g3,997.0_3713.0_02.g3,0.005,11522,0.01,2999,0.005,4724,997.0,3713.0
129,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\998.0_3714.0_01.g3,998.0_3714.0_01.g3,0.005,10602,0.01,2999,0.005,3804,998.0,3714.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\998.0_3714.0_02.g3,998.0_3714.0_02.g3,0.005,10597,0.01,2999,0.005,3799,998.0,3714.0
130,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\999.0_714.0_01.g3,999.0_714.0_01.g3,0.005,13199,0.02,2000,0.005,4399,999.0,714.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\999.0_714.0_02.g3,999.0_714.0_02.g3,0.005,13199,0.02,2000,0.005,4399,999.0,714.0
